cor;time;raccoons_bought
55.578788 37.673313;442213700;2
55.858923 37.684057;442336836;5
55.663644 37.527723;442106624;4
55.700217 37.529304;442145982;0
55.71805 37.619621;442005300;1
55.800974 37.46476;442087195;0
55.678549 37.583023;442263602;4
55.800954 37.539868;441871005;3
55.679433 37.566952;441927310;2
55.658743 37.541243;441957416;5
55.705346 37.518066;441898701;4
55.774593 37.629277;441986993;5
55.73477 37.614841;442067739;2
55.67793 37.456307;442297002;2
55.785118 37.631954;442120885;1
55.769135 37.63933;442328411;2
55.803722 37.647055;442097711;1
55.732327 37.582296;442274868;5
55.803631 37.552894;442228199;2
55.759436 37.637407;442302512;1
55.693038 37.579654;442130987;2
55.793146 37.458831;442133754;5
55.647229 37.510754;441772937;4
55.78403 37.610727;442061973;3
55.774644 37.596255;441812164;2
55.763457 37.796687;441764264;3
55.6942 37.565057;441998626;5
55.679433 37.566952;441961975;0
55.798212 37.529313;441872665;0
55.792989 37.462334;442007818;1
55.774862 37.712012;441944584;4
55.724236 37.626897;442145937;0
55.577327 37.554861;442014485;3
55.671158 37.755266;442111438;2
55.664324 37.488062;442247760;4
55.792098 37.482583;441841325;2
55.617708 37.614554;442250800;3
55.756457 37.610691;442153701;2
55.698071 37.570168;442152661;3
55.750444 37.645223;442178840;3
55.746051 37.731074;442080329;2
55.66369 37.544872;441916484;0
55.792478 37.473761;441790568;2
55.698767 37.579196;441880035;4
55.645334 37.398051;441959674;0
55.67793 37.456307;442207207;3
55.727531 37.616917;442316160;1
55.673296 37.480067;441797175;2
55.76175 37.647657;442331868;5
55.767099 37.678658;441991996;3
55.792098 37.482583;442023175;1
55.733148 37.568578;441767452;2
55.675961 37.571255;442140930;0
55.858923 37.684057;441886763;5
55.839117 37.5486;442102829;4
55.791025 37.464419;442023712;1
55.766243 37.663333;441927561;4
55.764921 37.609272;442196949;3
55.737172 37.620366;442234516;1
55.705458 37.550926;441774224;4
55.745032 37.602669;442013650;1
55.761664 37.616872;442364434;2
55.779788 37.586401;441954947;3
55.739671 37.621408;441921887;5
55.67691 37.585359;442144633;1
55.771935 37.587847;442198635;3
55.812676 37.518003;442133995;3
55.7389 37.621282;442352197;3
55.748599 37.661266;442320318;1
55.645796 37.508975;442279845;5
55.753463 37.608751;442357289;1
55.65849 37.606092;442062208;5
55.706315 37.603002;442220057;1
55.756457 37.610691;442215123;4
55.762834 37.798286;442073444;0
55.808756 37.533068;442291425;3
55.649423 37.672055;441812407;1
55.764146 37.633598;442252042;3
55.70455 37.56998;442359533;2
55.747044 37.591234;441819722;2
55.675961 37.571255;441854135;0
55.695266 37.568336;442061754;2
55.79349 37.460367;441798784;4
55.682508 37.653622;441860415;0
55.765974 37.684596;442039656;0
55.698767 37.579196;442007364;4
55.804 37.555885;442045758;5
55.809378 37.51565;442173455;4
55.752121 37.648259;441912149;2
55.737172 37.620366;441883408;5
55.686655 37.621309;442321599;1
55.720626 37.725361;442353773;1
55.754633 37.646013;442183304;5
55.818144 37.706982;442017048;16
55.738571 37.618749;442162737;0
55.65849 37.606092;442355195;2
55.784091 37.72952;442274423;4
55.695758 37.565147;442215710;5
55.706528 37.518506;442180088;5
55.800393 37.792393;441854992;1
55.68534 37.55116;442267268;4
55.800215 37.53879;442219722;0
55.695758 37.565147;441870544;3
55.702165 37.561958;442108869;3
55.680133 37.571516;442177886;2
55.753691 37.708671;442278520;4
55.682706 37.66132;441817938;0
55.728358 37.63517;442209017;4
55.819732 37.52863;441826508;3
55.784835 37.631766;442029081;5
55.679433 37.566952;441984488;3
55.716336 37.521731;441791208;5
55.76213 37.655724;442183314;1
55.77711 37.51962;441843930;3
55.763554 37.616629;442319380;3
55.807015 37.622315;441941141;235
55.78809 37.707045;441780895;1
55.646863 37.508966;441954795;3
55.702602 37.826727;441818569;4
55.675961 37.571255;441864591;4
55.807015 37.622315;442237285;3
55.760864 37.712246;442276810;1
55.652781 37.53367;442108859;2
55.658205 37.645384;442173589;1
55.871203 37.51953;442068744;2
55.67691 37.585359;441853789;5
55.70386 37.524758;442336420;3
55.650764 37.539131;442153402;4
55.793085 37.458076;441799060;22
55.70494 37.569791;442015656;5
55.843469 37.537694;442365284;2
55.76684 37.64348;441812658;3
55.720509 37.593471;442319905;3
55.681767 37.516575;441766103;3
55.763579 37.623798;442266295;1
55.830624 37.59966;441817559;5
55.893657 37.520752;441768826;4
55.70494 37.569791;442031700;0
55.793657 37.465056;441834476;0
55.658205 37.645384;441782016;1
55.682508 37.653622;442324260;5
55.646863 37.508966;441997695;1
55.739149 37.623313;442025275;5
55.720697 37.672549;442214317;3
55.798212 37.529313;442324480;3
55.81781 37.706577;442256783;3
55.783362 37.603604;442317351;0
55.755662 37.702993;442341279;5
55.660084 37.520752;441873423;0
55.762667 37.635206;442056866;0
55.71057 37.577561;442176262;2
55.791309 37.763081;442142868;5
55.785665 37.627077;442185019;5
55.853976 37.569351;442327846;0
55.737512 37.626304;441972269;4
55.752121 37.648259;441800766;5
55.705184 37.569207;442121110;4
55.720697 37.672549;442230393;5
55.763457 37.796687;441827483;1
55.733401 37.652921;441882318;340
55.713679 37.831704;441821446;2
55.769135 37.63933;441982721;2
55.771935 37.587847;441964412;4
55.786075 37.614626;442282795;0
55.685061 37.552516;442068539;3
55.753691 37.708671;442231550;0
55.61601 37.623384;441992475;368
55.837373 37.551564;442094719;1
55.745093 37.664815;441821616;3
55.771591 37.665336;441971214;0
55.682706 37.66132;441936972;1
55.871203 37.51953;441864103;4
55.649423 37.672055;441980264;0
55.747044 37.591234;442026115;2
55.754411 37.729278;442225290;4
55.657149 37.539302;442003393;0
55.773894 37.595007;442134138;3
55.698041 37.582592;442153129;1
55.686376 37.614491;441999370;0
55.800949 37.45955;442333925;0
55.73477 37.614841;442329452;0
55.85869 37.640381;442348378;4
55.664324 37.488062;442101273;4
55.781534 37.714483;441996278;3
55.763847 37.646031;441858265;2
55.829755 37.413304;442346165;1
55.766562 37.665291;442082845;1
55.753443 37.636284;442168375;4
55.694769 37.564383;441925767;4
55.630345 37.614608;442070536;5
55.77236 37.587173;442029919;188
55.782658 37.584101;442311593;0
55.653878 37.528927;441995259;4
55.577327 37.554861;442043870;4
55.784708 37.628163;442049368;1
55.798384 37.580589;442302758;2
55.73477 37.614841;442143329;1
55.801136 37.526959;442050793;0
55.686289 37.552876;441977055;3
55.645796 37.545959;442025704;3
55.733401 37.652921;441940841;415
55.775996 37.505939;442311201;3
55.763386 37.554636;442111025;145
55.670153 37.582987;442359377;4
55.65144 37.538323;441910013;3
55.782491 37.580472;441944257;0
55.646193 37.508211;441883085;1
55.649164 37.671049;442178397;4
55.787396 37.499372;442043949;5
55.686655 37.621309;442323207;4
55.78403 37.610727;442189612;4
55.721508 37.775811;442170897;1
55.753443 37.636284;441823195;4
55.649484 37.654278;441984088;3
55.687188 37.551277;441975096;5
55.69764 37.570977;442044838;3
55.811619 37.650109;441776311;4
55.793267 37.464365;441800580;72
55.657149 37.539302;442351110;1
55.708699 37.567734;442036164;3
55.777803 37.669693;442304898;4
55.831069 37.675918;441894502;2
55.71805 37.619621;442001222;0
55.744992 37.510152;442014890;3
55.830624 37.59966;442095390;1
55.71057 37.577561;442134350;5
55.788237 37.628343;442329957;2
55.649296 37.672459;442177838;2
55.786678 37.62713;442064937;3
55.673935 37.612892;442026780;4
55.686848 37.55116;441879018;1
55.764131 37.631541;442077031;1
55.781914 37.602642;442110074;4
55.751969 37.63977;442308315;0
55.800215 37.53879;441918635;5
55.78649 37.628694;442259729;2
55.769347 37.567509;441900628;4
55.837444 37.443129;442087882;3
55.679661 37.58535;441815551;5
55.674174 37.588548;442280411;0
55.647823 37.671139;442042069;3
55.646828 37.508113;442316903;4
55.663365 37.562021;442323630;4
55.706528 37.518506;442082916;1
55.791754 37.465667;441975991;4
55.775996 37.505939;441769015;2
55.769347 37.567509;442360648;2
55.720626 37.725361;441917290;0
55.752764 37.654691;441817751;80
55.840093 37.48437;442357283;5
55.686289 37.552876;441987003;2
55.808108 37.520042;441783274;2
55.680133 37.571516;441946305;5
55.697919 37.535628;442365323;0
55.677844 37.58597;441943000;3
55.578788 37.673313;442344112;2
55.830761 37.677894;441838994;1
55.736995 37.690489;441856229;2
55.853602 37.606757;441935155;3
55.738571 37.618749;441955690;2
55.733619 37.661275;442362481;2
55.774775 37.54745;442159678;3
55.78973 37.508014;441925848;5
55.757237 37.654457;441816345;2
55.81042 37.523986;441877905;0
55.648006 37.511122;442294871;3
55.70421 37.621202;441790527;0
55.797113 37.610718;441931770;5
55.762277 37.568165;441783846;3
55.839203 37.549938;441826878;3
55.765974 37.684596;441850485;4
55.687035 37.552957;442136793;4
55.645796 37.545959;442125284;3
55.771727 37.597953;441869188;5
55.765974 37.684596;441972651;2
55.800064 37.700361;442039531;2
55.649703 37.671849;441776352;3
55.821821 37.570743;441910273;4
55.753534 37.698277;442046978;3
55.766754 37.566395;442217637;4
55.724236 37.626897;442107362;5
55.798854 37.450055;442235041;5
55.791491 37.459909;441974505;2
55.783342 37.602346;441931466;5
55.705346 37.518066;442130569;0
55.77236 37.587173;442055241;0
55.65592 37.618426;442225782;4
55.728312 37.573806;441983212;5
55.702165 37.561958;442173182;72
55.784708 37.628163;441916486;4
55.665584 37.543704;441976737;1
55.698767 37.579196;442262487;2
55.75553 37.589859;442202070;5
55.739868 37.530301;442306736;3
55.655097 37.533652;442032371;5
55.65849 37.606092;442347416;1
55.71805 37.619621;442252995;2
55.732276 37.57112;442025846;5
55.767777 37.603639;442052417;4
55.752764 37.654691;442223764;1
55.856851 37.506352;442114207;1
55.744272 37.589617;442353835;0
55.837373 37.551564;441849794;0
55.713212 37.589877;442185798;2
55.830624 37.677185;442349129;2
55.769854 37.590533;441817808;284
55.871203 37.51953;441995488;4
55.708699 37.567734;442360030;5
55.745093 37.664815;441783764;4
55.748665 37.695025;441862870;1
55.766643 37.602373;441925830;1
55.754806 37.668579;442097312;4
55.688969 37.572621;441813349;1
55.83028 37.404815;441819428;3
55.765954 37.652876;442265063;2
55.824607 37.426339;442301559;2
55.677443 37.569773;442006684;4
55.830624 37.677185;441971157;1
55.771393 37.567392;441791422;3
55.836833 37.551959;442324060;2
55.80145 37.461427;442246326;0
55.748665 37.695025;442002941;2
55.809378 37.51565;441832348;3
55.760104 37.647369;441881922;5
55.757121 37.378225;441816233;1
55.808569 37.704691;442339868;3
55.785665 37.48402;442161494;3
55.745093 37.664815;442110321;0
55.869672 37.654592;442122791;2
55.700557 37.571201;442017534;4
55.775925 37.594019;441875315;4
55.760864 37.712246;441889044;5
55.62945 37.621723;441814189;2
55.71805 37.619621;442172326;4
55.782466 37.663961;442367144;2
55.666431 37.575343;442028380;3
55.645796 37.508975;441781670;1
55.675093 37.569342;441931907;5
55.753443 37.636284;441906923;4
55.77633 37.738234;441774275;3
55.867738 37.441116;442080554;0
55.800726 37.554933;442328782;198
55.717847 37.512191;441827223;3
55.69347 37.560763;442178532;2
55.753311 37.580661;441843519;4
55.675961 37.571255;442296040;1
55.786075 37.614626;442358668;1
55.662136 37.547046;441981938;5
55.738475 37.624741;442171574;3
55.792478 37.473761;441907475;4
55.795352 37.785099;442025584;5
55.767777 37.603639;442144091;0
55.716336 37.521731;442165649;0
55.645796 37.545959;442332601;4
55.797959 37.452058;442164473;0
55.78809 37.707045;442242388;3
55.70386 37.524758;441796378;56
55.759101 37.598034;441783011;5
55.675961 37.571255;441954290;1
55.647823 37.671139;441935084;2
55.774644 37.596255;442071235;0
55.752724 37.652463;442303423;5
55.756184 37.655499;442277776;3
55.723197 37.622747;441923680;3
55.697919 37.535628;441989744;0
55.787371 37.62713;441822224;2
55.661013 37.555795;442128578;2
55.763675 37.506073;441961747;4
55.792761 37.761456;442249131;3
55.756457 37.610691;441829202;5
55.798166 37.452785;442214709;4
55.681767 37.516575;442361106;4
55.786065 37.742016;442314258;0
55.693977 37.562694;442340434;5
55.625984 37.619396;442272454;1
55.755348 37.759524;442144145;72
55.830624 37.59966;442184794;2
55.753443 37.636284;441836029;5
55.803292 37.460008;442094629;2
55.646584 37.508607;442332977;3
55.657149 37.539302;442038062;1
55.708694 37.751349;442090072;0
55.756457 37.610691;442094274;5
55.655097 37.533652;442080903;4
55.746056 37.593542;442039170;1
55.662136 37.547046;441774043;1
55.645812 37.507699;441818289;3
55.782106 37.597118;442346849;1
55.648494 37.55204;441770467;5
55.785118 37.631954;442215274;3
55.78978 37.732341;441845565;0
55.80145 37.461427;442008832;5
55.798212 37.529313;441895949;2
55.76175 37.647657;442287170;1
55.782491 37.580472;442061812;2
55.809378 37.51565;442330094;3
55.685061 37.552516;442120829;5
55.779044 37.605939;441992589;1
55.822979 37.526726;441989930;2
55.76442 37.679457;442232537;5
55.809054 37.572351;441986444;4
55.785392 37.628747;442201396;3
55.745199 37.645133;442003426;0
55.772664 37.624633;442130882;2
55.801364 37.477085;442243343;0
55.745245 37.670771;442000967;2
55.76998 37.592599;442198035;0
55.76175 37.647657;442266539;3
55.816303 37.574363;442048674;1
55.782405 37.695636;442117120;3
55.756624 37.623106;441842825;4
55.739149 37.623313;441923096;3
55.801263 37.586212;442226269;0
55.69731 37.532107;442011076;2
55.784769 37.704251;442331112;0
55.855558 37.408705;441824035;0
55.774862 37.712012;441903014;1
55.809054 37.572351;442272783;2
55.665584 37.543704;442133349;4
55.695758 37.565147;442181383;3
55.70386 37.524758;441950326;0
55.752121 37.648259;441992870;5
55.695758 37.565147;442266389;5
55.766238 37.651951;442250981;4
55.71057 37.577561;441910137;1
55.737806 37.593911;442320321;1
55.646899 37.479699;441781166;4
55.747044 37.591234;441993926;4
55.752764 37.654691;442315289;0
55.798212 37.529313;441892679;2
55.664568 37.618444;442335608;4
55.7567 37.674202;442229712;3
55.728312 37.573806;441837642;162
55.645492 37.508463;441813492;0
55.792635 37.462469;441987914;2
55.784091 37.72952;442234142;5
55.720697 37.672549;442125650;0
55.803292 37.460008;441874258;4
55.797943 37.451761;441796686;5
55.765458 37.796517;441954375;93
55.782405 37.695636;442179019;3
55.792999 37.46396;441907492;2
55.765853 37.633517;441959753;2
55.765691 37.651223;442032171;3
55.735789 37.582933;441994801;1
55.797943 37.451761;441796477;1
55.786733 37.626026;442069404;5
55.650764 37.539131;442126845;2
55.73477 37.614841;442283574;4
55.72167 37.779233;442337723;102
55.803408 37.461068;442215967;1
55.801263 37.586212;441764178;5
55.793085 37.458076;441962125;0
55.871203 37.51953;441837897;2
55.76175 37.647657;441932464;0
55.698767 37.579196;442158374;4
55.798854 37.450055;441831715;0
55.661481 37.53861;442119859;0
55.761102 37.653352;442004048;1
55.792989 37.462334;442142637;1
55.808756 37.533068;442266254;5
55.745199 37.645133;442195308;4
55.649296 37.672459;442015052;0
55.750444 37.645223;442042896;2
55.705346 37.518066;442158793;4
55.645812 37.507699;442070313;5
55.766754 37.566395;441830374;5
55.625984 37.619396;442204744;1
55.766243 37.663333;441973516;2
55.737785 37.644549;441846869;2
55.704874 37.585359;442238942;5
55.673818 37.598106;441936198;5
55.682706 37.66132;441781724;1
55.793303 37.694639;441996671;5
55.762753 37.794999;442294340;2
55.649296 37.672459;442048258;0
55.705676 37.611796;442016314;2
55.837373 37.551564;442150738;2
55.64824 37.668399;442351808;2
55.830761 37.677894;442110042;2
55.658743 37.541243;442172699;0
55.788844 37.597306;442201730;3
55.799998 37.460143;441862283;5
55.761102 37.653352;442147414;2
55.75282 37.652948;442251923;5
55.679433 37.566952;442142197;5
55.781534 37.714483;442045594;4
55.801081 37.760072;442285638;2
55.743512 37.705787;442172358;1
55.786657 37.61565;441924860;1
55.743588 37.710431;441967923;2
55.798338 37.607152;442040720;3
55.802179 37.463206;441866643;56
55.733655 37.568695;442118181;4
55.660084 37.520752;441804297;1
55.743588 37.710431;441892371;5
55.651338 37.541359;441763666;1
55.750864 37.654727;442040026;5
55.750261 37.605607;441841965;1
55.692044 37.555247;442216229;2
55.6657 37.488556;442318195;1
55.757734 37.756659;441783390;1
55.698041 37.582592;442081854;3
55.752095 37.66512;441957828;2
55.739868 37.530301;442241689;7
55.818291 37.708895;441772424;2
55.678148 37.584451;441969884;4
55.681767 37.516575;441876114;2
55.70494 37.569791;441791578;3
55.673818 37.598106;442038988;5
55.764642 37.677373;441890572;3
55.788237 37.628343;441881537;2
55.801379 37.474695;442174409;3
55.781676 37.715641;441905123;0
55.755738 37.378288;442097745;5
55.755023 37.644639;441794108;3
55.674813 37.567617;442089652;3
55.831054 37.676574;442079244;98
55.839117 37.5486;442187118;2
55.62945 37.621723;442294191;2
55.784091 37.72952;442036551;5
55.70494 37.569791;441854985;1
55.674813 37.567617;442052584;5
55.793526 37.461939;442343186;0
55.652781 37.53367;442149377;1
55.65146 37.542904;442292177;0
55.658743 37.541243;441905464;2
55.791228 37.46229;441794520;3
55.743355 37.665587;442169878;1
55.646848 37.510233;442114723;2
55.771393 37.567392;441803921;1
55.78403 37.610727;442065777;4
55.774644 37.596255;441892305;3
55.765974 37.684596;442035280;3
55.853976 37.569351;441773212;0
55.831054 37.676574;442327422;0
55.655097 37.533652;442188313;2
55.668894 37.577714;441830068;0
55.729321 37.60911;442056664;2
55.686376 37.614491;442020457;0
55.784045 37.584748;441806366;3
55.791491 37.463511;441837374;3
55.860943 37.486409;442037706;2
55.893657 37.520752;441918475;4
55.853976 37.569351;442346788;2
55.818144 37.706982;442338453;5
55.71057 37.577561;441878184;3
55.760104 37.647369;442260423;3
55.703373 37.523582;441764136;4
55.70038 37.575334;441786946;3
55.744992 37.510152;442297624;3
55.650434 37.538736;441928505;2
55.675961 37.571255;442137365;4
55.735251 37.569297;442076701;3
55.64634 37.507475;441784235;3
55.798971 37.806524;442301608;5
55.799998 37.460143;441952921;2
55.747044 37.591234;441980484;5
55.702602 37.826727;441861023;0
55.683249 37.487397;442297096;0
55.769854 37.590533;442102228;1
55.756543 37.378962;441816768;0
55.763579 37.623798;441838374;2
55.738495 37.620438;442274066;3
55.728312 37.573806;442202630;2
55.661917 37.602436;442242760;3
55.747601 37.590246;442028039;5
55.794234 37.559766;441972532;1
55.788722 37.741549;442244271;0
55.578788 37.673313;441866130;4
55.647153 37.509478;441818281;5
55.738323 37.620061;442243710;3
55.800393 37.792393;441849217;0
55.677443 37.569773;442084229;5
55.760864 37.712246;441949336;5
55.795352 37.785099;441975404;2
55.705569 37.603047;442039240;3
55.625984 37.619396;442293155;2
55.774396 37.596534;441801801;2
55.819732 37.52863;442269328;4
55.659607 37.645555;441862443;5
55.664324 37.488062;442060564;4
55.710296 37.592878;442068938;1
55.762667 37.635206;442156427;0
55.844753 37.500926;442125837;0
55.853976 37.569351;442080140;0
55.651145 37.538808;441831632;1
55.808002 37.635853;442010205;3
55.680133 37.571516;442208490;0
55.698767 37.579196;441828624;5
55.781676 37.715641;442045866;1
55.61601 37.623384;442237553;5
55.837444 37.443129;441897212;1
55.774862 37.712012;442212176;4
55.745245 37.670771;442052276;2
55.639984 37.523088;441924732;1
55.680037 37.757278;442225255;4
55.79349 37.460367;442314555;4
55.808002 37.635853;441848302;2
55.764642 37.677373;442038686;2
55.775925 37.594019;441919712;1
55.796046 37.562308;442024650;4
55.841402 37.586877;442237932;5
55.685792 37.616449;442216791;1
55.76213 37.655724;442103158;3
55.767099 37.678658;442135730;5
55.760864 37.712246;442076826;1
55.777545 37.698636;441856419;1
55.853976 37.569351;442350588;1
55.75357 37.610143;442299144;3
55.654376 37.554618;441840677;4
55.708694 37.751349;442300981;3
55.799092 37.452157;441944008;0
55.753311 37.580661;442172029;0
55.755348 37.759524;442161073;4
55.664289 37.492904;441991261;4
55.77797 37.631631;442006403;2
55.685061 37.552516;442284314;4
55.843121 37.491072;442270975;5
55.578788 37.673313;441793709;2
55.695758 37.565147;442093934;180
55.69347 37.560763;441839120;3
55.824309 37.429303;441835674;276
55.666431 37.575343;441910377;1
55.670585 37.587057;442014265;0
55.731435 37.678873;441890022;5
55.76175 37.647657;442289615;110
55.71057 37.577561;442145800;0
55.789709 37.707413;441891181;0
55.692044 37.555247;442255680;4
55.831054 37.676574;442087169;5
55.780355 37.55628;442089920;5
55.713136 37.862866;442355819;4
55.724961 37.784668;442278685;0
55.763705 37.580589;441866826;1
55.765691 37.651223;442146648;4
55.700923 37.542644;442333899;0
55.798384 37.580589;442305714;5
55.673818 37.598106;442249685;4
55.700334 37.571597;442022845;2
55.798546 37.448779;441879278;4
55.812676 37.518003;442360421;0
55.786657 37.61565;441878905;3
55.695865 37.572136;442262657;1
55.743588 37.710431;442172770;1
55.577327 37.554861;441948132;1
55.798166 37.452785;441763452;5
55.774056 37.583176;442010574;1
55.738495 37.620438;441909444;2
55.782744 37.60275;442152123;4
55.697919 37.535628;442076407;2
55.744607 37.671238;442349305;5
55.702368 37.736294;442224588;2
55.712016 37.588647;441874554;0
55.673818 37.598106;442358069;0
55.818144 37.706982;442326075;0
55.786764 37.653819;442270288;0
55.801081 37.760072;441955604;4
55.835938 37.509352;441999972;4
55.765194 37.70921;442185144;0
55.737785 37.644549;441946308;4
55.695403 37.567123;442223062;0
55.76331 37.586706;441848810;3
55.774775 37.54745;442116671;0
55.781119 37.516269;442248930;1
55.792098 37.482583;442299331;1
55.767767 37.646166;441872783;4
55.807015 37.622315;442038013;0
55.625984 37.619396;442044272;3
55.657499 37.645214;441940266;54
55.64824 37.668399;441779404;2
55.698482 37.572064;442249396;4
55.8023 37.459092;442150073;4
55.625984 37.619396;442332031;1
55.708699 37.567734;441923657;4
55.716336 37.521731;442191287;3
55.764642 37.677373;442296651;0
55.695403 37.567123;441921351;2
55.693145 37.546525;442295253;1
55.783084 37.60187;442265170;3
55.687188 37.551277;442129994;1
55.68534 37.55116;441776388;1
55.65592 37.618426;442346355;1
55.747601 37.590246;442211938;4
55.762191 37.708922;442276690;1
55.787573 37.624992;442133984;3
55.7004 37.492419;442010240;3
55.698279 37.531783;442190429;0
55.681767 37.516575;441850280;0
55.697564 37.565838;441988606;4
55.75517 37.715444;441995018;1
55.763822 37.612865;442034934;5
55.65146 37.542904;442084448;5
55.819545 37.643812;441980127;5
55.647945 37.670654;442360258;0
55.793303 37.694639;442011453;2
55.675961 37.571255;442189675;3
55.688969 37.572621;441895269;1
55.728358 37.63517;441985782;395
55.801501 37.457573;442049521;4
55.76175 37.647657;442229473;5
55.676697 37.576483;441877752;5
55.788844 37.597306;442258955;5
55.871203 37.51953;441905547;1
55.765493 37.652849;441899792;3
55.815848 37.527606;441970733;3
55.758772 37.648959;442052558;1
55.661394 37.555436;442076652;1
55.677443 37.569773;442133671;5
55.665919 37.439948;441979889;135
55.652781 37.53367;442040237;0
55.656052 37.612039;442324291;1
55.708663 37.576079;442218262;3
55.649296 37.672459;441819963;3
55.673148 37.568982;441952813;4
55.755029 37.626717;442051739;0
55.766754 37.566395;442160057;4
55.814467 37.592455;441963557;5
55.695758 37.565147;441906901;256
55.750444 37.645223;441785195;0
55.729589 37.609586;441771296;3
55.789709 37.707413;442260541;0
55.856851 37.506352;442060460;4
55.694718 37.536562;441791967;0
55.801931 37.459505;441905406;2
55.799902 37.531316;442318999;0
55.705346 37.518066;441793731;5
55.673935 37.612892;441949230;0
55.782744 37.60275;441878256;5
55.830761 37.677894;441841379;2
55.760464 37.608859;442309508;4
55.78649 37.628694;442280211;0
55.766562 37.665291;442055203;5
55.647153 37.509478;441818974;5
55.616381 37.76371;441769028;3
55.765691 37.651223;442149758;0
55.766562 37.665291;442048534;5
55.761102 37.653352;441920932;4
55.733827 37.569899;442125261;2
55.774593 37.629277;442247716;3
55.793303 37.694639;442037741;4
55.757597 37.608356;441834455;4
55.772568 37.615857;442126082;2
55.706315 37.603002;442171985;3
55.695626 37.535053;441888687;3
55.660663 37.521542;441817417;2
55.818877 37.618354;441945616;0
55.818877 37.618354;442067183;5
55.815539 37.5183;442216422;0
55.735789 37.582933;442311838;4
55.702987 37.53093;442335416;2
55.764131 37.631541;442179011;1
55.739671 37.621408;442350702;1
55.775925 37.594019;442327652;3
55.792179 37.462047;442331499;1
55.702165 37.561958;441907701;4
55.648748 37.668992;442044162;0
55.706528 37.518506;442175097;52
55.756543 37.378962;442342034;4
55.639984 37.523088;442280316;2
55.844753 37.500926;442271361;1
55.743512 37.705787;442164039;4
55.720509 37.593471;442325495;0
55.860282 37.658437;442353164;4
55.755662 37.702993;442113667;5
55.771332 37.465613;441892902;3
55.763012 37.683347;442012381;4
55.70038 37.575334;442000541;1
55.747044 37.591234;441941583;2
55.843469 37.537694;442322307;5
55.814108 37.717321;442110397;4
55.71057 37.577561;441772116;2
55.721305 37.770978;442216705;1
55.788722 37.741549;441839166;3
55.783084 37.60187;441901816;0
55.73256 37.567401;441894891;1
55.649423 37.672055;441842200;4
55.755738 37.378288;441915315;3
55.765493 37.652849;442189177;1
55.780355 37.55628;442357563;4
55.893657 37.520752;442120282;5
55.78649 37.628694;441900605;5
55.646863 37.508966;441852821;2
55.76331 37.586706;441990518;0
55.747044 37.591234;442101592;1
55.675961 37.571255;442029140;5
55.754806 37.668579;442056606;2
55.802341 37.529151;442083267;0
55.801703 37.464347;442345137;0
55.781914 37.602642;441966778;2
55.64727 37.671974;441931104;1
55.801081 37.760072;442269870;3
55.64824 37.668399;441797858;3
55.738495 37.620438;442255065;0
55.657499 37.645214;441783251;0
55.761852 37.709713;442184494;4
55.647386 37.67157;442301005;1
55.71057 37.577561;442218740;55
55.808002 37.635853;442232671;0
55.803413 37.706155;441861548;4
55.647153 37.509478;442283693;3
55.70038 37.575334;442315381;5
55.649423 37.672055;442097041;2
55.619284 37.609919;441933158;1
55.754806 37.668579;442320726;4
55.738323 37.620061;441800279;5
55.804091 37.783437;441974068;5
55.793303 37.694639;442049024;1
55.765458 37.796517;442149705;3
55.841316 37.585053;442306702;1
55.755023 37.644639;442193297;3
55.746578 37.585188;442213465;3
55.687188 37.551277;441813684;5
55.763705 37.580589;441865630;4
55.765493 37.652849;442241957;5
55.808002 37.635853;442134401;0
55.761036 37.638422;442340856;5
55.752121 37.648259;442316529;1
55.720819 37.773628;442158858;4
55.66369 37.544872;442300554;5
55.695403 37.567123;442190277;3
55.650434 37.538736;442146354;3
55.695403 37.567123;441801538;0
55.739123 37.622558;441882368;0
55.733827 37.569899;441837122;2
55.791309 37.763081;442243845;4
55.784769 37.704251;442206374;2
55.647229 37.510754;442289795;4
55.664289 37.492904;442016448;5
55.69764 37.570977;442190699;2
55.669021 37.481576;441820759;5
55.646726 37.670914;442301477;2
55.656052 37.612039;441896688;2
55.65146 37.542904;442043789;5
55.657149 37.539302;442002855;5
55.766592 37.589698;442001112;0
55.687035 37.552957;442173118;1
55.762191 37.708922;442047939;0
55.720819 37.773628;441951863;1
55.799092 37.452157;441944152;1
55.788829 37.508598;441887103;0
55.745245 37.670771;442252815;3
55.789193 37.632772;442196164;2
55.744607 37.671238;442179848;3
55.6657 37.488556;442184809;4
55.718846 37.597405;441959291;4
55.755023 37.644639;442353796;3
55.758595 37.64834;441978052;2
55.661481 37.53861;442134417;5
55.885807 37.556307;441899096;3
55.706528 37.518506;442108901;0
55.649484 37.654278;442213235;3
55.731288 37.576151;441928385;3
55.678549 37.583023;441819258;2
55.739671 37.621408;441924550;2
55.835938 37.509352;442160961;4
55.783362 37.603604;442302416;1
55.657499 37.645214;441915275;180
55.705184 37.569207;441905607;2
55.979833 37.398455;441932709;5
55.713917 37.591503;442034739;0
55.751427 37.648942;442060056;1
55.695403 37.567123;442054110;2
55.844703 37.571606;442284775;4
55.728312 37.573806;442221645;1
55.781534 37.714483;442021637;1
55.670153 37.582987;441790912;1
55.755738 37.378288;442227830;3
55.774593 37.629277;442344002;57
55.760464 37.608859;441869928;3
55.781676 37.715641;442041868;3
55.758093 37.626708;441775401;3
55.77633 37.738234;442068435;5
55.774593 37.629277;441807401;3
